id,date,city,country,pax,type,agent_id,channel,status,revenue,profit,nights
TRV-10005,2026-01-26,לרנקה,קפריסין,2,חבילה,8402,טלפון,שולם,5364,558,3
TRV-10460,2026-01-26,בנגקוק,תאילנד,6,קרוז,4025,מטא Ads,שולם,24330,3924,7
TRV-10567,2026-01-26,ניו יורק,"ארה""ב",2,טיול מודרך,4025,אתר,שולם,11668,2333,12
TRV-10364,2026-01-27,ברצלונה,ספרד,2,קרוז,8402,אתר,שולם,7634,1049,6
TRV-10691,2026-01-27,פראג,צ'כיה,2,טיסה בלבד,8411,אתר,שולם,2474,242,5
TRV-10234,2026-01-28,אמסטרדם,הולנד,2,קרוז,8402,טלפון,שולם,7982,785,6
TRV-10430,2026-01-28,דובאי,איחוד האמירויות,3,טיסה בלבד,8411,מטא Ads,שולם,2589,559,11
TRV-10611,2026-01-28,רומא,איטליה,2,טיול מודרך,4025,וואטסאפ,ממתין לתשלום,6744,624,3
TRV-10644,2026-01-29,לונדון,בריטניה,4,חבילה,9320,טלפון,בוטל,8968,1911,4
TRV-10260,2026-01-30,ברצלונה,ספרד,3,טיסה בלבד,9320,טלפון,שולם,3708,791,4
TRV-10554,2026-01-30,לונדון,בריטניה,1,טיול מודרך,8411,אתר,שולם,4111,710,5
TRV-10598,2026-01-30,טביליסי,גאורגיה,2,חבילה,9320,מטא Ads,שולם,3766,821,11
TRV-10069,2026-01-31,ניו יורק,"ארה""ב",1,מלון בלבד,8402,וואטסאפ,שולם,1572,215,12
TRV-10110,2026-01-31,פראג,צ'כיה,2,טיול מודרך,4025,מטא Ads,ממתין לתשלום,6898,772,8
TRV-10149,2026-01-31,ניו יורק,"ארה""ב",1,טיסה בלבד,9320,טלפון,שולם,1021,120,11
TRV-10003,2026-02-01,פראג,צ'כיה,1,קרוז,8629,וואטסאפ,שולם,3441,397,10
TRV-10205,2026-02-03,פריז,צרפת,2,טיסה בלבד,8402,טלפון,ממתין לתשלום,2134,300,12
TRV-10256,2026-02-03,ניו יורק,"ארה""ב",2,קרוז,8411,מטא Ads,שולם,7902,1399,9
TRV-10410,2026-02-03,לונדון,בריטניה,1,קרוז,8411,וואטסאפ,שולם,4533,487,12
TRV-10603,2026-02-03,פריז,צרפת,4,קרוז,8402,אתר,בוטל,16616,3494,11
TRV-10609,2026-02-03,לונדון,בריטניה,2,מלון בלבד,4111,מטא Ads,שולם,2176,382,10
TRV-10664,2026-02-03,אמסטרדם,הולנד,3,חבילה,8629,וואטסאפ,ממתין לתשלום,9099,1217,12
TRV-10093,2026-02-04,טביליסי,גאורגיה,2,טיסה בלבד,4111,אתר,שולם,1926,210,12
TRV-10214,2026-02-04,פראג,צ'כיה,2,חבילה,8411,טלפון,שולם,6640,745,4
TRV-10284,2026-02-05,אתונה,יוון,2,טיול מודרך,8402,אתר,שולם,8502,1205,8
TRV-10268,2026-02-06,פראג,צ'כיה,4,טיסה בלבד,9320,טלפון,ממתין לתשלום,3716,615,12
TRV-10520,2026-02-06,טביליסי,גאורגיה,5,קרוז,4111,טלפון,שולם,23850,2516,7
TRV-10552,2026-02-06,ניו יורק,"ארה""ב",2,חבילה,4025,טלפון,ממתין לתשלום,5470,1008,3
TRV-10672,2026-02-06,לונדון,בריטניה,2,קרוז,9320,סוכן משנה,ממתין לתשלום,6686,1038,9
TRV-10211,2026-02-07,אמסטרדם,הולנד,4,קרוז,8411,טלפון,שולם,17740,2677,8
TRV-10240,2026-02-07,לרנקה,קפריסין,1,קרוז,4111,אתר,שולם,2887,558,9
TRV-10024,2026-02-08,פריז,צרפת,2,טיסה בלבד,8402,וואטסאפ,שולם,2234,250,10
TRV-10248,2026-02-09,דובאי,איחוד האמירויות,2,מלון בלבד,8629,מטא Ads,בוטל,3384,722,3
TRV-10658,2026-02-09,לרנקה,קפריסין,2,טיול מודרך,4111,טלפון,שולם,7766,1311,9
TRV-10134,2026-02-10,ניו יורק,"ארה""ב",2,טיול מודרך,4025,אתר,שולם,9776,1137,10
TRV-10523,2026-02-10,רומא,איטליה,4,קרוז,8411,מטא Ads,שולם,17080,3204,8
TRV-10218,2026-02-11,לרנקה,קפריסין,1,קרוז,4111,מטא Ads,שולם,3447,603,12
TRV-10619,2026-02-11,ניו יורק,"ארה""ב",2,טיסה בלבד,8402,טלפון,שולם,2446,260,10
TRV-10325,2026-02-12,לונדון,בריטניה,4,טיסה בלבד,4025,אתר,שולם,4656,440,6
TRV-10363,2026-02-12,לונדון,בריטניה,2,קרוז,8411,אתר,בוטל,9280,1105,4
TRV-10475,2026-02-12,פריז,צרפת,2,קרוז,8411,סוכן משנה,שולם,7452,843,4
TRV-10655,2026-02-12,רומא,איטליה,2,חבילה,8402,אתר,שולם,6064,1013,7
TRV-10094,2026-02-14,לרנקה,קפריסין,2,טיסה בלבד,8629,מטא Ads,שולם,2110,246,4
TRV-10717,2026-02-14,רומא,איטליה,6,טיול מודרך,8411,אתר,שולם,23628,3887,7
TRV-10127,2026-02-15,ברצלונה,ספרד,3,טיול מודרך,4025,וואטסאפ,ממתין לתשלום,15153,2098,4
TRV-10290,2026-02-15,ניו יורק,"ארה""ב",3,קרוז,4025,אתר,בוטל,13917,2154,6
TRV-10491,2026-02-15,בנגקוק,תאילנד,2,טיול מודרך,4025,טלפון,שולם,8846,1728,5
TRV-10393,2026-02-16,פראג,צ'כיה,1,מלון בלבד,9320,וואטסאפ,שולם,1551,188,3
TRV-10261,2026-02-17,ברצלונה,ספרד,5,חבילה,8411,אתר,שולם,16550,2945,5
TRV-10160,2026-02-19,רומא,איטליה,4,קרוז,8629,וואטסאפ,ממתין לתשלום,14256,1354,7
TRV-10343,2026-02-21,לונדון,בריטניה,2,טיול מודרך,8411,אתר,שולם,8636,1527,8
TRV-10017,2026-02-22,דובאי,איחוד האמירויות,2,טיסה בלבד,8402,וואטסאפ,שולם,1548,230,11
TRV-10077,2026-02-22,ברצלונה,ספרד,2,מלון בלבד,4111,וואטסאפ,שולם,2492,454,7
TRV-10352,2026-02-24,ניו יורק,"ארה""ב",4,קרוז,8402,טלפון,שולם,15020,2282,11
TRV-10239,2026-02-26,פראג,צ'כיה,4,מלון בלבד,8402,וואטסאפ,שולם,4184,470,7
TRV-10440,2026-02-26,אתונה,יוון,2,מלון בלבד,8402,אתר,ממתין לתשלום,3100,651,11
TRV-10512,2026-02-26,דובאי,איחוד האמירויות,2,חבילה,8402,וואטסאפ,שולם,4774,669,3
TRV-10544,2026-02-26,אמסטרדם,הולנד,1,קרוז,9320,אתר,שולם,3209,319,12
TRV-10285,2026-03-01,לרנקה,קפריסין,4,טיול מודרך,9320,מטא Ads,שולם,17536,2115,4
TRV-10297,2026-03-01,לונדון,בריטניה,3,טיול מודרך,4025,אתר,שולם,15084,2211,12
TRV-10457,2026-03-01,לרנקה,קפריסין,2,טיול מודרך,8402,וואטסאפ,שולם,7708,1280,11
TRV-10483,2026-03-02,בנגקוק,תאילנד,5,קרוז,8411,טלפון,שולם,14465,2380,5
TRV-10630,2026-03-02,אתונה,יוון,1,קרוז,4025,וואטסאפ,ממתין לתשלום,3970,688,5
TRV-10076,2026-03-03,פריז,צרפת,1,טיסה בלבד,9320,סוכן משנה,שולם,1253,226,8
TRV-10481,2026-03-03,לרנקה,קפריסין,4,קרוז,8629,אתר,שולם,17352,2472,11
TRV-10318,2026-03-04,בנגקוק,תאילנד,1,חבילה,4111,וואטסאפ,שולם,2767,318,8
TRV-10088,2026-03-05,אמסטרדם,הולנד,1,טיסה בלבד,9320,מטא Ads,שולם,1254,116,3
TRV-10096,2026-03-05,פריז,צרפת,4,קרוז,9320,אתר,שולם,12588,2412,11
TRV-10500,2026-03-05,דובאי,איחוד האמירויות,2,טיסה בלבד,8402,אתר,שולם,1908,369,5
TRV-10082,2026-03-06,לרנקה,קפריסין,1,חבילה,8411,וואטסאפ,שולם,2249,294,5
TRV-10429,2026-03-06,לונדון,בריטניה,2,חבילה,4111,אתר,שולם,5066,864,5
TRV-10145,2026-03-07,ניו יורק,"ארה""ב",2,טיסה בלבד,8411,אתר,שולם,2450,342,7
TRV-10650,2026-03-07,אתונה,יוון,6,טיסה בלבד,8411,אתר,שולם,4794,979,12
TRV-10023,2026-03-08,פראג,צ'כיה,1,חבילה,4111,וואטסאפ,שולם,2184,338,10
TRV-10161,2026-03-08,ניו יורק,"ארה""ב",2,חבילה,4025,אתר,שולם,4128,494,11
TRV-10180,2026-03-08,רומא,איטליה,2,חבילה,4111,אתר,שולם,6330,870,6
TRV-10201,2026-03-08,בנגקוק,תאילנד,2,חבילה,9320,אתר,שולם,5568,1095,5
TRV-10245,2026-03-08,דובאי,איחוד האמירויות,4,חבילה,9320,וואטסאפ,שולם,13036,1412,11
TRV-10419,2026-03-09,טביליסי,גאורגיה,2,מלון בלבד,4111,סוכן משנה,שולם,2124,423,5
TRV-10089,2026-03-10,רומא,איטליה,2,מלון בלבד,4111,וואטסאפ,שולם,2260,414,10
TRV-10667,2026-03-10,אמסטרדם,הולנד,1,טיול מודרך,4111,טלפון,שולם,4541,498,12
TRV-10124,2026-03-11,דובאי,איחוד האמירויות,4,חבילה,8629,וואטסאפ,ממתין לתשלום,8388,1840,6
TRV-10293,2026-03-11,אמסטרדם,הולנד,1,מלון בלבד,4111,טלפון,ממתין לתשלום,977,180,9
TRV-10295,2026-03-11,לונדון,בריטניה,3,קרוז,4025,טלפון,שולם,13944,1416,11
TRV-10716,2026-03-11,ניו יורק,"ארה""ב",3,מלון בלבד,4111,אתר,שולם,3882,466,7
TRV-10330,2026-03-13,ניו יורק,"ארה""ב",1,קרוז,8411,אתר,שולם,3807,605,8
TRV-10550,2026-03-13,לונדון,בריטניה,3,קרוז,8402,מטא Ads,שולם,14034,2726,8
TRV-10118,2026-03-14,אתונה,יוון,4,חבילה,9320,מטא Ads,ממתין לתשלום,8820,1072,10
TRV-10132,2026-03-14,אמסטרדם,הולנד,2,חבילה,4025,מטא Ads,שולם,5226,1045,11
TRV-10188,2026-03-14,ברצלונה,ספרד,4,טיול מודרך,9320,מטא Ads,שולם,23668,4083,3
TRV-10308,2026-03-14,דובאי,איחוד האמירויות,4,טיסה בלבד,4111,אתר,שולם,4860,455,11
TRV-10612,2026-03-14,בנגקוק,תאילנד,2,קרוז,8402,אתר,שולם,9418,1433,5
TRV-10123,2026-03-16,ניו יורק,"ארה""ב",1,קרוז,4025,מטא Ads,שולם,4662,940,6
TRV-10192,2026-03-18,אתונה,יוון,3,מלון בלבד,8411,מטא Ads,שולם,3321,537,5
TRV-10106,2026-03-19,לונדון,בריטניה,2,קרוז,8402,מטא Ads,שולם,5910,923,12
TRV-10264,2026-03-19,אמסטרדם,הולנד,2,מלון בלבד,8402,וואטסאפ,ממתין לתשלום,2674,448,10
TRV-10282,2026-03-19,דובאי,איחוד האמירויות,5,חבילה,9320,סוכן משנה,בוטל,11370,1939,8
TRV-10377,2026-03-19,רומא,איטליה,4,קרוז,8629,אתר,שולם,10892,1112,7
TRV-10604,2026-03-19,פריז,צרפת,6,טיול מודרך,4111,מטא Ads,שולם,32262,4677,10
TRV-10237,2026-03-20,ניו יורק,"ארה""ב",1,מלון בלבד,8629,מטא Ads,שולם,1588,305,11
TRV-10565,2026-03-20,פראג,צ'כיה,1,חבילה,4111,מטא Ads,שולם,1853,364,5
TRV-10126,2026-03-21,טביליסי,גאורגיה,5,קרוז,8411,וואטסאפ,שולם,18190,3674,6
TRV-10468,2026-03-21,דובאי,איחוד האמירויות,2,קרוז,4111,אתר,בוטל,7636,1290,10
TRV-10570,2026-03-21,דובאי,איחוד האמירויות,2,טיסה בלבד,8629,טלפון,שולם,2304,271,10
TRV-10652,2026-03-23,לרנקה,קפריסין,2,חבילה,8411,אתר,בוטל,4578,793,9
TRV-10020,2026-03-24,דובאי,איחוד האמירויות,1,קרוז,8411,מטא Ads,ממתין לתשלום,4711,679,12
TRV-10159,2026-03-24,דובאי,איחוד האמירויות,1,טיסה בלבד,9320,וואטסאפ,שולם,1171,200,4
TRV-10373,2026-03-24,אמסטרדם,הולנד,1,טיול מודרך,4111,אתר,שולם,5029,569,8
TRV-10034,2026-03-25,ניו יורק,"ארה""ב",2,טיסה בלבד,4025,אתר,ממתין לתשלום,1556,302,6
TRV-10091,2026-03-25,אמסטרדם,הולנד,2,חבילה,8629,סוכן משנה,שולם,5124,494,9
TRV-10194,2026-03-25,אתונה,יוון,2,מלון בלבד,8629,טלפון,שולם,2628,532,6
TRV-10496,2026-03-25,ניו יורק,"ארה""ב",2,טיול מודרך,8402,וואטסאפ,ממתין לתשלום,9908,1602,6
TRV-10592,2026-03-25,אמסטרדם,הולנד,3,מלון בלבד,8629,וואטסאפ,שולם,4572,549,12
TRV-10224,2026-03-26,פריז,צרפת,4,טיסה בלבד,9320,וואטסאפ,שולם,3468,671,8
TRV-10243,2026-03-26,טביליסי,גאורגיה,2,טיול מודרך,8411,מטא Ads,שולם,8002,1641,4
TRV-10395,2026-03-26,בנגקוק,תאילנד,4,טיול מודרך,4025,אתר,בוטל,17280,3122,7
TRV-10158,2026-03-27,דובאי,איחוד האמירויות,4,טיול מודרך,4025,טלפון,ממתין לתשלום,16288,3344,12
TRV-10449,2026-03-27,ברצלונה,ספרד,5,טיול מודרך,4025,אתר,ממתין לתשלום,16750,1589,3
TRV-10426,2026-03-28,רומא,איטליה,4,מלון בלבד,8411,סוכן משנה,ממתין לתשלום,4480,462,12
TRV-10665,2026-03-28,לרנקה,קפריסין,4,מלון בלבד,9320,וואטסאפ,בוטל,4828,735,10
TRV-10252,2026-03-29,דובאי,איחוד האמירויות,2,קרוז,4111,טלפון,שולם,5506,683,8
TRV-10334,2026-03-29,רומא,איטליה,1,טיסה בלבד,4025,טלפון,ממתין לתשלום,1080,131,4
TRV-10405,2026-03-29,לרנקה,קפריסין,4,טיול מודרך,8629,אתר,שולם,19544,3644,6
TRV-10095,2026-03-30,אתונה,יוון,3,טיול מודרך,4025,וואטסאפ,שולם,10617,1602,11
TRV-10577,2026-03-31,רומא,איטליה,6,טיול מודרך,4111,אתר,שולם,29844,2875,7
TRV-10470,2026-04-01,רומא,איטליה,1,חבילה,8629,מטא Ads,ממתין לתשלום,4247,917,4
TRV-10309,2026-04-02,לונדון,בריטניה,2,טיול מודרך,8402,סוכן משנה,שולם,13316,2868,9
TRV-10462,2026-04-02,אתונה,יוון,1,טיסה בלבד,4111,אתר,שולם,1112,125,7
TRV-10098,2026-04-03,רומא,איטליה,3,חבילה,8411,וואטסאפ,שולם,11496,2150,3
TRV-10394,2026-04-03,פריז,צרפת,2,טיול מודרך,4111,וואטסאפ,שולם,10026,1426,4
TRV-10628,2026-04-03,לרנקה,קפריסין,4,קרוז,9320,מטא Ads,בוטל,19616,3128,7
TRV-10698,2026-04-03,לונדון,בריטניה,6,קרוז,9320,אתר,שולם,30708,5182,12
TRV-10146,2026-04-04,אתונה,יוון,3,טיול מודרך,4025,וואטסאפ,שולם,15249,2151,7
TRV-10317,2026-04-04,לרנקה,קפריסין,2,קרוז,8629,אתר,שולם,10500,2021,7
TRV-10676,2026-04-04,פראג,צ'כיה,3,טיול מודרך,8411,וואטסאפ,שולם,20382,4206,4
TRV-10684,2026-04-04,לונדון,בריטניה,1,מלון בלבד,8402,וואטסאפ,שולם,2058,379,11
TRV-10204,2026-04-06,בנגקוק,תאילנד,2,טיול מודרך,4025,אתר,בוטל,12028,1541,12
TRV-10223,2026-04-06,פראג,צ'כיה,3,מלון בלבד,8629,טלפון,שולם,4551,443,11
TRV-10453,2026-04-06,רומא,איטליה,2,טיול מודרך,8411,וואטסאפ,ממתין לתשלום,10980,2159,11
TRV-10074,2026-04-07,ברצלונה,ספרד,3,טיול מודרך,8629,טלפון,שולם,16797,3141,8
TRV-10597,2026-04-08,ברצלונה,ספרד,5,קרוז,8629,סוכן משנה,שולם,28065,5885,7
TRV-10012,2026-04-09,פראג,צ'כיה,2,טיול מודרך,8629,וואטסאפ,שולם,12336,2500,7
TRV-10339,2026-04-09,טביליסי,גאורגיה,1,חבילה,8411,וואטסאפ,שולם,3016,367,5
TRV-10642,2026-04-10,פראג,צ'כיה,5,קרוז,4025,אתר,שולם,22845,3587,3
TRV-10434,2026-04-11,לרנקה,קפריסין,2,קרוז,8629,אתר,שולם,13000,1548,7
TRV-10533,2026-04-11,אמסטרדם,הולנד,2,מלון בלבד,4025,אתר,שולם,4260,531,5
TRV-10099,2026-04-12,טביליסי,גאורגיה,3,טיסה בלבד,4025,אתר,שולם,3612,687,12
TRV-10660,2026-04-12,טביליסי,גאורגיה,1,טיסה בלבד,4025,אתר,שולם,1623,351,8
TRV-10452,2026-04-13,פראג,צ'כיה,2,טיסה בלבד,8629,וואטסאפ,שולם,3508,392,6
TRV-10102,2026-04-14,רומא,איטליה,1,טיול מודרך,8629,אתר,שולם,4768,868,3
TRV-10148,2026-04-15,ניו יורק,"ארה""ב",1,קרוז,8411,אתר,שולם,4642,731,12
TRV-10220,2026-04-15,דובאי,איחוד האמירויות,3,מלון בלבד,8411,אתר,שולם,5313,1055,9
TRV-10549,2026-04-15,בנגקוק,תאילנד,2,מלון בלבד,8411,טלפון,ממתין לתשלום,4212,642,10
TRV-10062,2026-04-16,ניו יורק,"ארה""ב",6,קרוז,9320,טלפון,שולם,31734,4628,11
TRV-10421,2026-04-16,רומא,איטליה,3,חבילה,4111,טלפון,שולם,9024,1167,11
TRV-10542,2026-04-16,ניו יורק,"ארה""ב",1,טיול מודרך,4025,וואטסאפ,שולם,5711,810,6
TRV-10700,2026-04-16,לרנקה,קפריסין,3,טיסה בלבד,8402,וואטסאפ,שולם,5046,716,5
TRV-10035,2026-04-18,רומא,איטליה,6,טיול מודרך,4025,מטא Ads,בוטל,47652,5911,8
TRV-10080,2026-04-18,לרנקה,קפריסין,1,טיול מודרך,8402,סוכן משנה,שולם,6453,1217,6
TRV-10436,2026-04-18,לונדון,בריטניה,1,קרוז,8629,טלפון,שולם,6482,587,8
TRV-10631,2026-04-19,בנגקוק,תאילנד,2,חבילה,4025,אתר,שולם,5802,1217,11
TRV-10084,2026-04-20,דובאי,איחוד האמירויות,2,מלון בלבד,4025,אתר,שולם,4008,641,12
TRV-10469,2026-04-20,בנגקוק,תאילנד,2,טיסה בלבד,8629,סוכן משנה,שולם,2770,451,4
TRV-10580,2026-04-20,פראג,צ'כיה,4,טיסה בלבד,9320,וואטסאפ,שולם,6788,1256,9
TRV-10002,2026-04-21,ניו יורק,"ארה""ב",3,טיול מודרך,8411,אתר,שולם,20301,4022,6
TRV-10059,2026-04-21,פראג,צ'כיה,1,טיול מודרך,4111,אתר,שולם,4817,711,6
TRV-10065,2026-04-22,פריז,צרפת,2,מלון בלבד,9320,אתר,ממתין לתשלום,2746,400,6
TRV-10063,2026-04-23,פראג,צ'כיה,2,טיול מודרך,8402,וואטסאפ,שולם,10912,1777,7
TRV-10392,2026-04-23,פראג,צ'כיה,2,מלון בלבד,9320,סוכן משנה,שולם,2628,351,4
TRV-10588,2026-04-23,טביליסי,גאורגיה,6,קרוז,8629,טלפון,שולם,23130,4829,6
TRV-10620,2026-04-23,פריז,צרפת,2,קרוז,8402,אתר,שולם,9736,991,11
TRV-10182,2026-04-24,טביליסי,גאורגיה,2,טיול מודרך,9320,סוכן משנה,שולם,9026,1079,11
TRV-10225,2026-04-24,רומא,איטליה,2,חבילה,8402,אתר,בוטל,5312,1052,5
TRV-10668,2026-04-24,לרנקה,קפריסין,2,מלון בלבד,8402,טלפון,שולם,4272,869,7
TRV-10115,2026-04-25,ניו יורק,"ארה""ב",3,קרוז,4111,סוכן משנה,ממתין לתשלום,14109,2945,7
TRV-10391,2026-04-25,טביליסי,גאורגיה,2,קרוז,9320,אתר,שולם,8702,841,7
TRV-10056,2026-04-26,ברצלונה,ספרד,4,טיול מודרך,9320,אתר,שולם,27712,5251,5
TRV-10114,2026-04-26,ברצלונה,ספרד,2,טיסה בלבד,4025,סוכן משנה,שולם,2360,314,5
TRV-10157,2026-04-26,אתונה,יוון,1,קרוז,8402,אתר,שולם,6198,1137,3
TRV-10172,2026-04-26,דובאי,איחוד האמירויות,5,טיול מודרך,9320,סוכן משנה,שולם,37530,3706,7
TRV-10409,2026-04-26,ניו יורק,"ארה""ב",5,טיסה בלבד,8411,אתר,שולם,6640,1071,9
TRV-10366,2026-04-27,לונדון,בריטניה,3,מלון בלבד,8402,טלפון,ממתין לתשלום,6765,717,8
TRV-10621,2026-04-28,ניו יורק,"ארה""ב",5,טיול מודרך,9320,וואטסאפ,שולם,34335,3307,12
TRV-10033,2026-04-29,טביליסי,גאורגיה,2,קרוז,9320,וואטסאפ,שולם,10050,2093,11
TRV-10097,2026-04-30,לרנקה,קפריסין,2,מלון בלבד,9320,וואטסאפ,שולם,3258,529,4
TRV-10504,2026-04-30,פראג,צ'כיה,5,קרוז,8402,טלפון,שולם,21980,4414,6
TRV-10640,2026-04-30,ברצלונה,ספרד,2,טיול מודרך,8629,אתר,שולם,11034,1867,6
TRV-10328,2026-05-01,ניו יורק,"ארה""ב",3,חבילה,4025,אתר,שולם,6597,1381,7
TRV-10022,2026-05-02,טביליסי,גאורגיה,2,טיול מודרך,4111,סוכן משנה,שולם,9000,1443,3
TRV-10067,2026-05-02,ניו יורק,"ארה""ב",1,חבילה,8629,וואטסאפ,שולם,2373,326,10
TRV-10197,2026-05-02,ברצלונה,ספרד,3,חבילה,8411,אתר,שולם,9330,1933,6
TRV-10247,2026-05-02,ברצלונה,ספרד,2,חבילה,4111,אתר,שולם,5754,1221,7
TRV-10442,2026-05-02,ניו יורק,"ארה""ב",4,חבילה,8411,מטא Ads,שולם,12464,1836,4
TRV-10009,2026-05-03,אמסטרדם,הולנד,2,קרוז,4111,אתר,שולם,7300,913,3
TRV-10015,2026-05-04,פראג,צ'כיה,2,טיול מודרך,8629,טלפון,שולם,7496,742,12
TRV-10130,2026-05-05,פראג,צ'כיה,1,מלון בלבד,4025,וואטסאפ,שולם,1731,196,5
TRV-10615,2026-05-05,אמסטרדם,הולנד,2,טיול מודרך,9320,מטא Ads,שולם,9034,1959,9
TRV-10137,2026-05-06,פריז,צרפת,3,טיול מודרך,9320,אתר,ממתין לתשלום,15744,2983,11
TRV-10141,2026-05-06,רומא,איטליה,6,טיול מודרך,8629,טלפון,שולם,23358,3778,4
TRV-10370,2026-05-06,אתונה,יוון,2,קרוז,8402,טלפון,שולם,5574,1083,3
TRV-10104,2026-05-07,לרנקה,קפריסין,1,טיסה בלבד,8402,מטא Ads,ממתין לתשלום,1169,164,12
TRV-10037,2026-05-08,פריז,צרפת,1,מלון בלבד,4111,מטא Ads,ממתין לתשלום,1496,226,11
TRV-10489,2026-05-08,לונדון,בריטניה,1,חבילה,9320,אתר,שולם,3164,414,12
TRV-10501,2026-05-08,לונדון,בריטניה,4,קרוז,9320,אתר,ממתין לתשלום,18316,3864,10
TRV-10674,2026-05-08,בנגקוק,תאילנד,3,טיול מודרך,9320,אתר,שולם,15402,2928,3
TRV-10715,2026-05-08,דובאי,איחוד האמירויות,2,חבילה,8402,טלפון,שולם,4990,663,10
TRV-10187,2026-05-09,ניו יורק,"ארה""ב",6,טיסה בלבד,8402,אתר,ממתין לתשלום,6072,1247,9
TRV-10482,2026-05-09,טביליסי,גאורגיה,3,קרוז,9320,טלפון,שולם,11610,2123,7
TRV-10117,2026-05-10,בנגקוק,תאילנד,5,מלון בלבד,9320,סוכן משנה,שולם,8340,1419,12
TRV-10231,2026-05-10,בנגקוק,תאילנד,2,קרוז,9320,אתר,שולם,7622,1070,5
TRV-10235,2026-05-10,פראג,צ'כיה,1,טיסה בלבד,9320,אתר,ממתין לתשלום,1291,193,5
TRV-10539,2026-05-10,בנגקוק,תאילנד,2,טיול מודרך,8411,טלפון,שולם,6820,720,9
TRV-10645,2026-05-11,טביליסי,גאורגיה,4,מלון בלבד,9320,אתר,שולם,4872,897,4
TRV-10078,2026-05-13,לרנקה,קפריסין,4,מלון בלבד,4025,מטא Ads,שולם,5268,1137,6
TRV-10637,2026-05-13,אמסטרדם,הולנד,4,חבילה,8629,אתר,שולם,12412,1745,7
TRV-10433,2026-05-15,רומא,איטליה,4,מלון בלבד,8402,אתר,שולם,5212,860,11
TRV-10556,2026-05-15,פראג,צ'כיה,4,טיסה בלבד,9320,אתר,שולם,4064,888,10
TRV-10323,2026-05-17,אמסטרדם,הולנד,2,מלון בלבד,8411,אתר,בוטל,3464,589,6
TRV-10679,2026-05-18,אתונה,יוון,2,חבילה,9320,סוכן משנה,בוטל,4214,855,8
TRV-10122,2026-05-19,לרנקה,קפריסין,2,מלון בלבד,9320,מטא Ads,שולם,3000,389,7
TRV-10336,2026-05-19,רומא,איטליה,2,חבילה,4111,סוכן משנה,שולם,5594,626,9
TRV-10516,2026-05-19,פריז,צרפת,3,טיסה בלבד,8411,וואטסאפ,שולם,2637,488,10
TRV-10494,2026-05-20,אתונה,יוון,4,טיול מודרך,9320,מטא Ads,שולם,19536,3252,4
TRV-10536,2026-05-20,רומא,איטליה,2,חבילה,8402,אתר,שולם,5616,1175,12
TRV-10296,2026-05-21,אמסטרדם,הולנד,2,טיול מודרך,4025,אתר,ממתין לתשלום,11764,1673,6
TRV-10319,2026-05-21,רומא,איטליה,2,טיול מודרך,8629,אתר,שולם,7768,1360,6
TRV-10498,2026-05-21,טביליסי,גאורגיה,3,טיסה בלבד,8402,סוכן משנה,שולם,3228,411,6
TRV-10289,2026-05-22,פריז,צרפת,2,חבילה,8411,וואטסאפ,שולם,6526,802,3
TRV-10591,2026-05-22,דובאי,איחוד האמירויות,4,חבילה,8411,אתר,שולם,9944,1877,3
TRV-10647,2026-05-22,פראג,צ'כיה,1,קרוז,8411,אתר,שולם,4909,453,8
TRV-10361,2026-05-23,פראג,צ'כיה,2,חבילה,8411,סוכן משנה,ממתין לתשלום,5844,1130,6
TRV-10623,2026-05-23,לונדון,בריטניה,3,קרוז,4111,וואטסאפ,שולם,12033,2433,12
TRV-10269,2026-05-24,אתונה,יוון,2,קרוז,4025,אתר,בוטל,6472,1300,11
TRV-10519,2026-05-24,לונדון,בריטניה,1,מלון בלבד,4025,אתר,ממתין לתשלום,1345,176,6
TRV-10129,2026-05-25,רומא,איטליה,2,טיול מודרך,4111,אתר,ממתין לתשלום,6954,632,7
TRV-10396,2026-05-25,לרנקה,קפריסין,4,טיול מודרך,4111,וואטסאפ,בוטל,18620,3906,11
TRV-10471,2026-05-25,פריז,צרפת,6,מלון בלבד,9320,מטא Ads,שולם,5820,762,12
TRV-10477,2026-05-25,אמסטרדם,הולנד,4,טיול מודרך,4025,סוכן משנה,שולם,19752,3160,9
TRV-10103,2026-05-26,פראג,צ'כיה,3,חבילה,9320,סוכן משנה,שולם,6537,694,8
TRV-10593,2026-05-26,אמסטרדם,הולנד,1,טיול מודרך,4111,וואטסאפ,ממתין לתשלום,5888,1165,6
TRV-10265,2026-05-27,פריז,צרפת,2,קרוז,9320,וואטסאפ,שולם,9762,1846,7
TRV-10267,2026-05-27,פריז,צרפת,2,חבילה,4111,וואטסאפ,בוטל,4178,559,10
TRV-10497,2026-05-27,פריז,צרפת,2,טיול מודרך,9320,אתר,שולם,8790,1009,11
TRV-10139,2026-05-28,דובאי,איחוד האמירויות,3,חבילה,8629,אתר,שולם,6096,1025,10
TRV-10314,2026-05-28,אתונה,יוון,2,חבילה,8402,אתר,שולם,4744,580,3
TRV-10485,2026-05-28,רומא,איטליה,2,חבילה,4111,אתר,שולם,6008,724,12
TRV-10387,2026-05-29,רומא,איטליה,3,מלון בלבד,8411,סוכן משנה,שולם,2982,303,7
TRV-10170,2026-05-30,פראג,צ'כיה,3,טיסה בלבד,4025,טלפון,שולם,2631,323,5
TRV-10031,2026-06-01,אתונה,יוון,1,חבילה,8629,אתר,שולם,2969,281,8
